,title,date,content
33,[轉錄] 香港抗爭運動失敗的原因,6/08,"[': 香港加油，暴徒全家浸豬籠作人彘', ': 差別在蔣家當時需要靠美國防禦中共，美國國會通過決', ': 議要求台灣民主化，蔣經國哪敢不聽話', ': 目前中國有哪個跟中共鬥爭的有贏過的？ 國民黨沒有 六', ': 四失敗 香港人當然更不可能', ': 香港政府就是中国的 當然無法複製台灣經驗', ': 對手是中共當然失敗，又不是廢物老K', ': 成功了阿 不是要攬炒 共產黨嚇大的', ': 反送中算成功吧，後來的選舉民主派大勝啊', ': 跟中共對抗失敗本來就意料中事', ': 而且也影響到了台灣的總統選情', ': 台灣有天險都對抗的這麼艱辛了', ': 反送中算什麼成功啊  香港有沒有下次選舉都不知道哩', ': 沒反送中，後來的選舉民主派根本無法大勝，這不算成功算', ': 什麼？', ': 你民主派選贏了  北京想幹嘛還不是擋不住', ': 一定要共慘黨全部答應你的要求才叫成功？', ': 認清事實吧  香港現在只有攬炒一條路可走', ': 共產黨不鳥你  那你就是在自嗨而已啊', ': 一定要「一次翻轉」，除了戰爭以外，你能用和平手段成功', ': ？笑死人', ': 成功本來就是漸進， 一定要一次到位，只是貪心而已', ': 黑警都到處打人了還想和平手段成功  你真天真', ': 一定要共產黨鳥你才行，那你現在就可以投降去共慘黨那邊', ': 想一次就到位成功，有這種想法的你才叫天真', ': 香港實質上就是失敗了  香港人才會想瘋狂逃離啦.', ': 學學國父搞革命吧', ': 文青別在那邊自爽了.', ': 照你這種邏輯，就是拳頭大的才會贏。那你現在就可以投降', ': 照你這種邏輯，那台灣現在就應該馬上投降？可悲的邏輯', ': 你現在就可以馬上投降去支那了啊，在台灣自爽幹嘛？', ': 還是說你根本不在台灣？xddd', ': 只要對方拳頭大你就馬上投降？那有一個惡棍拿一把棍子要', ': 你交出身家跟妻女，你連反抗都不反抗，就馬上投降是吧？', ': 反送中後，明明讓民主派在選舉大勝，結果裝瞎當沒發生xdd', ': 真他媽笑死人XDD', ': 港仔真的還是太溫和了', ': 有一點這個作者雖然說得難聽，但是是事實。', ': 小看了中共的強硬態度。跟共產黨鬥就是要流血 用血鋪', ': 出未來', ': 我真的有點了解老蔣當初，對共產黨完全不可信的想法了', ': 就港警連制服都不脫，直接把下課的國中小女生們抓走，圍觀', ': 的群眾居然沒人敢站出來反抗。', ': 這畫面一出來，整個支援士氣就散了，因為香港人自己就孬了', ': 啊', ': 國中國小女孩放學被抓走，然後晚上黑警就會去抓走他', ': 們的父母', ': 樓上怎會有共產黨會鳥你港仔選舉結果的想法= =', ': 今年九月立法會選舉民主與本土大獲全勝後，習近平', ': 反而只會加速摧毀香港', ': 香港人對抗的國家制度，這種只有革命能翻轉', ': 難度頗高，除非美帝願意出兵', ': 簡單來說 香港在共產國家 想要和平抗爭真的不可能', ': 究其歷史背景，港人不只是與中共對抗，而是與整個', ': 中國兩千年來建立的無產階級賤民對抗', ': 你打這麼多都是屁話吧 只有一個理由 共產專制的中國', ': 想對香港怎樣就怎樣', ': 距離太近又沒有自己的武裝力量，怎樣改變抗議方法都沒用', ': 就算每個人出來都殺一個警察也一樣', ': 中國也能派解放軍用裝甲車處理，香港人都葉問也沒用', ': 原因就一個啊，上面是共產黨', ': 其實真正問題還未必是共產黨，東歐與蘇聯民眾此起', ': 彼伏反抗共產黨，最後不也成功了嗎？真正問題在於，', ': 中國文明的天花板只有到東歐的地板', ': 今天中共倒了，會出現另一個類似的政權，不把中國', ': 肢解成二三十塊(尤其是漢字區)，這問題無解', ': 東歐反抗也有很重的他我意識', ': 所以俄國學聰明，人口置換加上網路帶風向，烏克蘭要', ': 脫離就失敗了', ': 推好文', ': 俄國從蘇聯時期花了50年去洗克里米亞的人口，能成功非偶然', ': 而東烏會跑掉反而要問烏克蘭政府到底幹了什麼才讓東烏人民', ': 背棄他們改投向俄羅斯']"
34,[新聞] 菲律賓外交部長發Tweet：香港事務不容第,6/08,"[': 大外宣之前發日本文被打臉又來了嗎？', ': 八卦是 菲律賓本來就兩派 親中跟親美 軍方其實偏美', ': 而目前杜特帝是親中', ': 親杜特蒂人馬會如此不奇怪', ': 游擊隊又要撿到磨掉番號的軍械了嗎？', ': 唉!為香港默哀。世界目前主流就是人民幣前低頭', ': 請問美國要插手的話菲律賓願意不惜跟美國一戰嗎?', ': 日本那個直接被打臉XD', ': 中華人民共和國呂宋省省長']"
35,[新聞] 俄羅斯再表態 呼籲美國不要干預香港事務,6/07,"[': UN WTO WHO 這些組織如果沒用  核心成員會陸續出走', ': 都給中國玩  沒差', ': 不會啦  川普現在沒空', ': 印度就可以搞定中國了,其他各國都在看好戲', ': 你昨天也是整日幻想人家的崩潰欸 怎麼不發表一下感想', ': 不是從來就是中俄德義 vs. 美英日加+澳印嗎？', ': 是你自己誤解吧？', ': 香港成為美俄戰場中華民國在旁邊吃瓜就好', ': 哪裡有干涉，就只是把香港當成深圳來對待。']"
36,[新聞] 香港國安法 日本拒絕批判中國 英美失望,6/07,"[': 中國的觀光客香', ': 日本去跟美國爸爸解釋吧，美國在日本有三百美軍基地就', ': 是', ': 看到周庭昨天還PO日媒吹捧日本就覺得好笑', ': 越親中就越不用辦奧運啦', ': 香港越慘，東京外資撈越多', ': 中國人口不知道多台灣幾十倍 但觀光客2數只是台灣的兩', ': 倍 也能舔', ': 不意外']"
37,[黑特] 香港17區議會同意撤回港版國安法,6/06,"[': 他國', ': 不錯喔', ': 喊爽的，支那香港市', ': 直接把她娶來台灣救她好了', ': QQ', ': 很正', ': 梁凱晴好正  很可愛', ': 而且很大', ': 造反', ': 我覺得至少要表達態度', ': 區區議會主席 有比祖國中央大嗎', ': 有沒有作用那是另外一回事', ': 但光是意見宣示本身就是有意義的事', ': 18區中泛民派佔17區. 香港最後的民主火種', ': 香港加油', ': ??????????????????????????????', ': 北京通過的法案  你香港能撤回嗎', ': 里長討論廢除刑法', ': 推', ': 939090=酒仙酒空酒空', ': 加油 盡量囉', ': 喔喔喔喔', ': 666', ': 這也是為何中共中央要直接通過國安法的原因', ': QAQ', ': 香港人現在要發動罷工  用腳投票', ': 區議會只能提意見']"
38,[新聞] 香港18萬公務員凍薪1年！警隊怒批辛苦沒好報！,6/06,"[': 什麼叫凍薪?? 是不給錢嗎 還是不加薪??', ': 狡兔死走狗烹', ': 這群警察就算受到報應還是照挺中共 死光才有天理', ': 身為一個黑警，做這麼多傷天害理的事要加錢也是合理的', ': 哪有發不出來 沒調漲而已', ': 要不要查查香港警察多少薪水 嚇死你', ': 黑警不是中共直屬嘛', ': 大清洗了 反正國安法過了 把港人都換掉', ': 凍薪 != 凍漲  差很多', ': 除非 新聞寫錯', ': 轉給台灣那群軍公教看，他們還以為給中國統一後會被', ': 善待', ': 就薪水凍漲1年有什麼奇怪 被廢青搞得成長衰退', ': 香港變成一國一制之後生意還會更差', ': 收割起來！', ': 都給他們抓幼女去爽的特權了，還貪財啊！']"
39,[討論] 支援香港人來台生活,6/05,"[': 都沒人推文 我幫你推一下好了666', ': 來賣淫', ':', ': 香港人相信民進黨？保留職缺？省下的扛水泥做不做？做夢比', ': 較快，務實一點，台灣經濟被民進黨搞ㄧ團亂，你們去越南吧']"
40,Re: [討論] 只是堵藍 #麻煩香港手足幫忙高調,6/05,"[': 可以被原諒', ': 反滲透法就裝飾用的要境外敵對實力', ': 敵對隨便唬幾句就能繞過了', ': 痾...完全不適用這廢物法條。']"
41,[新聞] 公然違法！罷韓日只是堵藍要香港人做這,6/05,"[': 趁機除掉堵藍也不是 根本走鐘了', ': 綠營蟑螂粉專就是這麼蠢哈哈哈哈', ': 戰功+1 準備領錢', ': 管他誰的槍  問他收誰的錢吧', ': 恭喜賭藍上新聞了', ': 亂講 照上篇trust邏輯 這都是反串 肯定是柯陣營出招', ': 不過一般人臉皮沒這麼厚', ': 屎報先噓', ': 可以被原諒', ': 好可憐倒戈就甩給別的粉', ': 北七無藥醫', ': 為了要爭功，真的是無所不用其極', ': 八卦是中時跟八卦版連動了耶', ': 原諒他', ': 我猜韓一定會大張旗鼓', ': 現在又還沒12點，到最後不要做就好了', ': 綠蟑螂扯香港太瞎了，罷免關香港人屁事？', ': 呼籲外國人介入就違法了啊']"
42,Re: [討論] 只是堵藍 #麻煩香港手足幫忙高調,6/05,"[': 龜蛋出現了！到底尚市長是不是柯糞阿？', ': 你的內文怪怪的，你反DPP了嗎？', ': 他一直都反dpp 只是師傅讓他太失望 多一個攻擊目標', ': 小說家要開新篇了嗎  我在綠營網軍的日子', ': 哪有，他可是忠實的英糞呢！還專門研究英糞看哪些書', ': 快想幻想智障文反制啊', ': 忠實菸狼狗共粉居然江郎才盡了', ': 好同鄉居然想不出東西來支持 中共同路人嗎', ': 市長是柯糞wwwww真他媽笑死我', ': black205 我們法院見 不用跟你廢話', ': 兇欸 告起來 告起來', ': 龜蛋加油', ': 想洗沒這麼容易 只不過出來靠北兩句', ': 開吉 加油', ': 把尚市長當柯糞也太好笑了', ': 來，請看VCR  https://bit.ly/2UaUgq2', ': 告起來', ': 法院見！', ': 你現在不道歉就法院見！', ': 柯韓習糞又在集體崩潰噓文了']"
43,[討論] 堵藍484覺得香港人對罷韓關心不介入？,6/05,"[': 綠營的嘴臉……', ': 違法的是邀請的人', ': 裁罰是裁罰堵藍', ': 就異想天開啊', ': 香港人幹嘛當你的工具人', ': 我有問題啊，他這動作讓在台港人如果又邀請在台港人，', ': 算不算嘛', ': 4', ': 我可以關心不介入，你們不行^^', ': 可是政府真要做是可以禁止入境耶', ': 滿可撥的 當香港人工具人喔XD', ': 大家覺得法務部會不會原諒我們小堵藍呢', ': 綠色是原諒的顏色啊']"
44,[討論] 只是堵藍 #麻煩香港手足幫忙高調,6/05,"[': 這招之前就用過啦，之前選舉就用過了!', ': 違法選罷法如果還能被原諒很嚴重耶', ': 誰用過啊?', ': 沒問題的', ': 香港現在很多中國人，這次放過以後台灣就準備被中共網', ': 軍大舉入侵了', ': 香港人不會違反台灣的選罷法..', ': 剛剛送檢舉惹，希望獎金能進口袋 顆顆', ': 鼓吹香港人違反的台灣人會啊', ': 幹你娘 誰跟香港是手足', ': 除非這個粉專小編也是外國人在經營的才會沒事', ': 那更嚴重了，代表台灣已經被境外勢力入侵成功', ': 他今天宣傳 還不算違法阿...', ': 他媽的這些側翼粉專自我矮化國家地位 白痴至極', ': 56-4用的是45條的嚴格程度哦', ': 白痴，腦子到底在裝什麼', ': 所以不是今天鼓吹就能safe', ': 怎麼看都違法，期待執政黨會怎麼坳', ': 手足是香港黃絲稱呼盟友的代稱', ': 是邀請香港人的那位違法', ': 56-4 是啥?', ': 低能兒時皮菸狼共狗不在意啦', ': 那麼在台香港人如果又邀請香港人呢', ': 聯合境外勢力要影響台灣選舉耶!!! 好屌', ': 在台灣就是犯罪啊', ': 「四、邀請外國人民、大陸地區人民或香港、澳門居民為', ': 第四十五條各款之行為。」', ': 拿香港人來當自己的政治鬥爭工具，呵', ': 這項沒限定投票日當天，所以任何時候都不能鼓吹境外', ': 不過蠻意外選罷法有規定 原本以為堵藍應該會鑽漏洞', ': 說不定小編以為不是當天就沒事', ': 說不定小編真的是外國人啊，如果他是中共人就解套了', ': 這條管不到人在對岸的人', ': 之前早在臉書看過有人在截止時間後在宣傳投票，然後說自', ': 幾香港人的。', ': 人一綠 腦就殘', ': 找到了 這樣看來 56-4 跑不掉了', ': 那就沒辦法', ': 這件事其實不錯，可以當政府照妖鏡', ': 後續處理可以看我們執政黨政府清廉程度如何', ': 被罰50萬', ': 我希望韓導被罷掉，但我也希望這些側翼被抓走', ': 違法沒啥好說的', ': 側翼收一收吧!', ': 不過看起來已經違法了，這根本公開呼籲了。', ': 看看低能堵藍這樣搞 萬一讓光頭找到個藉口提選舉無效之術', ': 不演了', ': 香港人應該是苦笑參半吧XDD', ': 傻逼粉專，有多少高雄人會因為港仔十二點後貼文而改變', ': 到底在衝三小阿', ': 會投的明天就會投  一直在那邊催票的只會想罵X你娘機掰', ': 點進去看到連珠發文罷韓就覺得噁心 不要搞到這種地步好', ': 嗎 難道又要不爽不要看484？', ': 顏色正確 沒事兒 沒事兒', ': 選罷法已經修法 他們不知道？', ': 龜蛋出來洗地了 柯糞洗洗睡卡緊', ': 平常講關心但不介入 選舉到了就要拿來利用', ': 這時候又是手足了', ': 哼哼 香港人有那麼白癡嗎 你堵藍拿什麼換', ': 可悲爛粉專', ': 呵呵 垃圾粉專']"
45,[新聞] 箝制言論！香港立法會強行表決三讀通過國,6/04,"[': 箝制思想 可能要獨立思考 從小要海外就學了', ': 小時候時候朝會升旗典禮+唱國歌 看電影也要唱國歌', ': 海外就學你也躲不過中國的監視系統', ': https://youtu.be/3zbxnPQTl0w', ': 義勇軍進行曲是抗日歌曲，作者田漢後來被中共迫害', ': 至死']"
46,[黑特] 今日的香港梁凱晴議員,6/04,"[': QQ', ': 話說今年維園好像警方沒同意集會的樣子', ': 香港的警察亂殺人也沒事，查無不法，這就是極權國家', ': 和民主國家美國的差異', ': 香港加油QQ', ': https://i.imgur.com/CFveKWT.jpg', ': https://i.imgur.com/V3go4jH.jpg', ': https://i.imgur.com/BfShFD1.jpg']"
47,[轉錄] 【Yahoo論壇／張宇韶】藍營在香港問題上,6/03,"[': 我說~最後最懷念92共識的~會是這種人', ': 國民黨應落實一中各表 一中即是ROC 稱呼馬英九為前中國總統', ': 第一幕確實慢慢拉開了', ': 到時~這類人才會發現~92共識是唯一解方', ': 事實上~現在也只能在92共識的台上跳舞而已', ': 習近平這只會鬥爭不會治國的毛二世會搞垮中國', ': 柯連馬糞還在做夢', ': 目前來看~讓這批台獨操作~台獨才真的是作夢', ': 不過他們看樣子不會醒', ': 理想台獨者會往時力跑', ': 台獨需要的是方法跟智慧~恐怕已經不需要更多的理想', ': 這批台獨就是拿不出方法又沒有智慧~才會無法成功', ': 我說的理想台獨者 就是正名制憲這一種的', ': 美國不支持就不可能了 但 台獨的聲量 總是要有', ': 我沒有反對台獨~我反對的是現在這批無腦台獨', ': 和平是台獨是唯一的路~但這批台獨很多還在喊殺喊打', ': 所以我常說~台獨要是失敗~一定是毀在這批台獨手上', ': 網路上喊喊不必當真 那些 低層次的咖 在現實中上不了位', ': 不急啦 先把9.2從政壇趕走', ': 大中國情懷搞成大共產黨情懷 可憐哪', ': 對不起~我就是9.2', ': 馬糞發作完了嗎？XDDD', ': 還在一個中國根本低能兒~', ': 92共識沒有引入美國就是垃圾 注定失敗', ': 現在知道我說的這批獨派是誰了吧?給這種人台獨~死路一條', ': 設法肢解中國才是台獨唯一的路，不然東亞沒有未來', ': 習與其同黨的野心不只是台灣或是日、韓、越南、印', ': 度、中亞，未來如果有取代共產黨的其他大一統政權也', ': 會是一樣', ': 貿易依賴程度蔡政府更是提高1個多的百分比..怎不見批評']"
48,[討論] 美國警察害死人被調查，台灣香港有嗎？,6/03,"[': 大家都忽略中共  orz', ': 香港不就中國 怎麼不直接算中國', ': 是中共 不是中國哦  要分清楚', ': 沒有，被打的反而會被移送妨礙公務', ': 香港死者的父母也會被殺', ': 陳彥霖的母親、舅舅、表妹、男友家人，皆遇害']"
49,[黑特] 今日的香港梁凱晴議員,6/03,"[': 雖然尼只是要po妹，香港加油QQ', ': 強暴黑警表示：嘻嘻', ':', ': 推', ': 真勇敢給推', ': 奶子', ': 歡迎她逃來台灣']"
50,[轉錄] 吳介民／香港「柏林危機」下的台灣對策,6/02,[': 目前國安法根本難']
51,[黑特] 今日的香港梁凱晴議員,6/02,"[': 我對黃之鋒真的沒好感', ': 奶子讚', ': 梁凱晴塊陶阿，香港已成定局', ': 豐腴的腿 讚', ': 比例有點差', ': 加油', ':', ': 推，香港的泛民派議員真的辛苦', ': 一樓可能對不上街整天在招待所穿西裝喬事情比較有好感']"
52,[轉錄] 川普是在幫香港嗎？,6/01,"[': 川普再幫自己阿', ': 共產黨都能說反送中是台灣策畫了']"
